n.evals.q.1.0.	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.e_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.me.epistasis.5.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.2.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.0.5.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.1.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.2.0.all.each.cross.epistasis.avg.max	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.min	_.vs.4.nav.y_maze.ga.epistasis.5.0.all.each.cross.epistasis.avg.max
3.870e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.362e-01	2.916e-01	2.770e-01	3.092e-01	2.560e-01	2.205e-01	2.845e-01	2.246e-01	2.045e-01	2.540e-01	4.281e-01	3.883e-01	4.523e-01	4.409e-01	3.769e-01	4.680e-01	3.414e-01	2.973e-01	3.841e-01	2.404e-01	1.878e-01	2.745e-01	1.465e-01	1.053e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.783e-01	2.548e-01	2.974e-01	2.343e-01	2.045e-01	2.510e-01	2.134e-01	1.841e-01	2.328e-01	4.538e-01	4.367e-01	4.651e-01	4.367e-01	4.281e-01	4.438e-01	3.215e-01	2.987e-01	3.456e-01	2.262e-01	1.991e-01	2.361e-01	1.053e-01	9.103e-02	1.238e-01
3.880e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.362e-01	2.916e-01	2.770e-01	3.092e-01	2.560e-01	2.205e-01	2.845e-01	2.246e-01	2.045e-01	2.540e-01	4.281e-01	3.883e-01	4.523e-01	4.409e-01	3.784e-01	4.694e-01	3.414e-01	2.973e-01	3.841e-01	2.404e-01	1.878e-01	2.731e-01	1.479e-01	1.053e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.783e-01	2.548e-01	2.974e-01	2.343e-01	2.045e-01	2.510e-01	2.134e-01	1.841e-01	2.328e-01	4.538e-01	4.367e-01	4.651e-01	4.367e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.442e-01	2.262e-01	1.991e-01	2.304e-01	1.067e-01	9.103e-02	1.238e-01
3.890e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.362e-01	2.916e-01	2.770e-01	3.092e-01	2.560e-01	2.205e-01	2.845e-01	2.246e-01	2.045e-01	2.510e-01	4.281e-01	3.869e-01	4.523e-01	4.409e-01	3.784e-01	4.722e-01	3.428e-01	2.987e-01	3.841e-01	2.404e-01	1.878e-01	2.731e-01	1.479e-01	1.067e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.783e-01	2.548e-01	2.974e-01	2.343e-01	2.045e-01	2.510e-01	2.134e-01	1.872e-01	2.328e-01	4.538e-01	4.353e-01	4.651e-01	4.367e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.442e-01	2.276e-01	1.977e-01	2.319e-01	1.067e-01	9.246e-02	1.238e-01
3.900e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.362e-01	2.916e-01	2.770e-01	3.092e-01	2.560e-01	2.205e-01	2.845e-01	2.246e-01	2.045e-01	2.510e-01	4.281e-01	3.869e-01	4.523e-01	4.424e-01	3.784e-01	4.722e-01	3.428e-01	2.973e-01	3.826e-01	2.404e-01	1.878e-01	2.731e-01	1.479e-01	1.067e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.783e-01	2.560e-01	2.974e-01	2.343e-01	2.045e-01	2.510e-01	2.134e-01	1.872e-01	2.328e-01	4.538e-01	4.353e-01	4.651e-01	4.367e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.442e-01	2.276e-01	1.963e-01	2.319e-01	1.067e-01	9.246e-02	1.238e-01
3.910e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.916e-01	2.777e-01	3.092e-01	2.560e-01	2.205e-01	2.845e-01	2.246e-01	2.045e-01	2.510e-01	4.281e-01	3.883e-01	4.523e-01	4.424e-01	3.784e-01	4.722e-01	3.442e-01	2.973e-01	3.841e-01	2.404e-01	1.878e-01	2.731e-01	1.479e-01	1.095e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.783e-01	2.560e-01	2.974e-01	2.343e-01	2.045e-01	2.510e-01	2.134e-01	1.872e-01	2.328e-01	4.552e-01	4.353e-01	4.651e-01	4.367e-01	4.281e-01	4.438e-01	3.200e-01	2.973e-01	3.442e-01	2.276e-01	1.963e-01	2.333e-01	1.081e-01	9.246e-02	1.238e-01
3.920e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.916e-01	2.780e-01	3.092e-01	2.560e-01	2.205e-01	2.845e-01	2.246e-01	2.045e-01	2.450e-01	4.281e-01	3.883e-01	4.523e-01	4.424e-01	3.784e-01	4.722e-01	3.442e-01	2.973e-01	3.883e-01	2.404e-01	1.878e-01	2.731e-01	1.479e-01	1.095e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.872e-01	2.328e-01	4.523e-01	4.353e-01	4.651e-01	4.367e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.442e-01	2.276e-01	1.963e-01	2.333e-01	1.081e-01	9.246e-02	1.238e-01
3.930e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.916e-01	2.780e-01	3.092e-01	2.560e-01	2.205e-01	2.845e-01	2.246e-01	2.063e-01	2.450e-01	4.281e-01	3.883e-01	4.523e-01	4.438e-01	3.784e-01	4.722e-01	3.442e-01	2.987e-01	3.883e-01	2.404e-01	1.863e-01	2.731e-01	1.465e-01	1.095e-01	1.863e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.872e-01	2.328e-01	4.523e-01	4.367e-01	4.651e-01	4.367e-01	4.281e-01	4.438e-01	3.229e-01	2.973e-01	3.442e-01	2.276e-01	1.963e-01	2.333e-01	1.081e-01	9.246e-02	1.238e-01
3.940e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.916e-01	2.780e-01	3.092e-01	2.560e-01	2.205e-01	2.845e-01	2.276e-01	2.063e-01	2.450e-01	4.281e-01	3.883e-01	4.523e-01	4.438e-01	3.769e-01	4.722e-01	3.442e-01	2.987e-01	3.883e-01	2.404e-01	1.863e-01	2.731e-01	1.465e-01	1.095e-01	1.863e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.872e-01	2.328e-01	4.523e-01	4.353e-01	4.623e-01	4.367e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.442e-01	2.276e-01	1.963e-01	2.361e-01	1.081e-01	9.388e-02	1.238e-01
3.950e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.916e-01	2.780e-01	3.092e-01	2.560e-01	2.205e-01	2.845e-01	2.276e-01	2.063e-01	2.450e-01	4.296e-01	3.883e-01	4.538e-01	4.438e-01	3.755e-01	4.722e-01	3.428e-01	2.987e-01	3.883e-01	2.404e-01	1.863e-01	2.745e-01	1.465e-01	1.081e-01	1.863e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.872e-01	2.328e-01	4.509e-01	4.353e-01	4.623e-01	4.367e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.442e-01	2.276e-01	1.949e-01	2.361e-01	1.081e-01	9.388e-02	1.238e-01
3.960e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.934e-01	2.774e-01	3.092e-01	2.574e-01	2.205e-01	2.845e-01	2.276e-01	2.063e-01	2.450e-01	4.296e-01	3.883e-01	4.538e-01	4.424e-01	3.755e-01	4.722e-01	3.428e-01	3.001e-01	3.897e-01	2.404e-01	1.863e-01	2.745e-01	1.465e-01	1.081e-01	1.863e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.872e-01	2.328e-01	4.509e-01	4.353e-01	4.623e-01	4.381e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.442e-01	2.276e-01	1.949e-01	2.347e-01	1.081e-01	9.388e-02	1.238e-01
3.970e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.934e-01	2.774e-01	3.092e-01	2.574e-01	2.205e-01	2.845e-01	2.276e-01	2.063e-01	2.450e-01	4.296e-01	3.897e-01	4.538e-01	4.438e-01	3.741e-01	4.722e-01	3.428e-01	3.030e-01	3.883e-01	2.418e-01	1.863e-01	2.745e-01	1.465e-01	1.081e-01	1.863e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.872e-01	2.328e-01	4.509e-01	4.353e-01	4.637e-01	4.381e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.456e-01	2.276e-01	1.949e-01	2.361e-01	1.081e-01	9.388e-02	1.238e-01
3.980e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.092e-01	2.574e-01	2.205e-01	2.845e-01	2.276e-01	2.063e-01	2.450e-01	4.296e-01	3.897e-01	4.552e-01	4.438e-01	3.741e-01	4.722e-01	3.414e-01	3.030e-01	3.869e-01	2.418e-01	1.863e-01	2.745e-01	1.479e-01	1.095e-01	1.863e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.849e-01	2.328e-01	4.509e-01	4.353e-01	4.637e-01	4.381e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.456e-01	2.276e-01	1.949e-01	2.361e-01	1.081e-01	9.388e-02	1.238e-01
3.990e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.092e-01	2.631e-01	2.205e-01	2.845e-01	2.276e-01	2.063e-01	2.450e-01	4.296e-01	3.926e-01	4.594e-01	4.424e-01	3.741e-01	4.722e-01	3.414e-01	3.030e-01	3.883e-01	2.418e-01	1.863e-01	2.745e-01	1.479e-01	1.095e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.849e-01	2.328e-01	4.509e-01	4.353e-01	4.637e-01	4.381e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.456e-01	2.276e-01	1.949e-01	2.361e-01	1.081e-01	9.388e-02	1.238e-01
4.000e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.092e-01	2.578e-01	2.205e-01	2.845e-01	2.276e-01	2.063e-01	2.489e-01	4.296e-01	3.926e-01	4.594e-01	4.424e-01	3.727e-01	4.737e-01	3.414e-01	3.030e-01	3.912e-01	2.418e-01	1.863e-01	2.745e-01	1.479e-01	1.095e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.849e-01	2.328e-01	4.509e-01	4.353e-01	4.637e-01	4.381e-01	4.281e-01	4.438e-01	3.215e-01	2.973e-01	3.471e-01	2.276e-01	1.949e-01	2.347e-01	1.081e-01	9.388e-02	1.238e-01
4.010e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.092e-01	2.578e-01	2.205e-01	2.845e-01	2.276e-01	2.063e-01	2.489e-01	4.296e-01	3.926e-01	4.594e-01	4.424e-01	3.727e-01	4.737e-01	3.385e-01	3.030e-01	3.926e-01	2.418e-01	1.878e-01	2.745e-01	1.479e-01	1.095e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.849e-01	2.328e-01	4.509e-01	4.338e-01	4.637e-01	4.381e-01	4.296e-01	4.466e-01	3.215e-01	2.973e-01	3.471e-01	2.276e-01	1.963e-01	2.333e-01	1.081e-01	9.388e-02	1.238e-01
4.020e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.023e-01	2.578e-01	2.205e-01	2.845e-01	2.276e-01	2.063e-01	2.489e-01	4.296e-01	3.926e-01	4.594e-01	4.424e-01	3.713e-01	4.722e-01	3.385e-01	3.030e-01	3.926e-01	2.390e-01	1.878e-01	2.745e-01	1.479e-01	1.095e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.849e-01	2.328e-01	4.509e-01	4.338e-01	4.637e-01	4.381e-01	4.296e-01	4.466e-01	3.215e-01	2.973e-01	3.471e-01	2.276e-01	1.963e-01	2.333e-01	1.081e-01	9.388e-02	1.238e-01
4.030e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.023e-01	2.578e-01	2.205e-01	2.896e-01	2.276e-01	2.063e-01	2.489e-01	4.296e-01	3.926e-01	4.594e-01	4.424e-01	3.713e-01	4.737e-01	3.385e-01	3.030e-01	3.926e-01	2.390e-01	1.878e-01	2.745e-01	1.465e-01	1.095e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.328e-01	4.509e-01	4.338e-01	4.637e-01	4.367e-01	4.281e-01	4.466e-01	3.229e-01	2.959e-01	3.471e-01	2.276e-01	1.963e-01	2.333e-01	1.081e-01	9.388e-02	1.238e-01
4.040e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.023e-01	2.578e-01	2.205e-01	2.896e-01	2.276e-01	2.063e-01	2.489e-01	4.296e-01	3.926e-01	4.594e-01	4.424e-01	3.713e-01	4.737e-01	3.385e-01	3.016e-01	3.926e-01	2.390e-01	1.878e-01	2.745e-01	1.465e-01	1.095e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.328e-01	4.509e-01	4.338e-01	4.637e-01	4.367e-01	4.281e-01	4.466e-01	3.229e-01	2.959e-01	3.442e-01	2.276e-01	1.963e-01	2.333e-01	1.081e-01	9.388e-02	1.238e-01
4.050e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.023e-01	2.578e-01	2.205e-01	2.896e-01	2.276e-01	2.063e-01	2.489e-01	4.267e-01	3.926e-01	4.580e-01	4.424e-01	3.698e-01	4.765e-01	3.371e-01	3.001e-01	3.926e-01	2.390e-01	1.878e-01	2.745e-01	1.465e-01	1.095e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.328e-01	4.509e-01	4.338e-01	4.637e-01	4.367e-01	4.267e-01	4.466e-01	3.229e-01	2.959e-01	3.442e-01	2.276e-01	1.963e-01	2.333e-01	1.081e-01	9.388e-02	1.238e-01
4.060e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.023e-01	2.578e-01	2.205e-01	2.896e-01	2.276e-01	2.063e-01	2.489e-01	4.267e-01	3.926e-01	4.580e-01	4.424e-01	3.698e-01	4.779e-01	3.371e-01	3.030e-01	3.926e-01	2.404e-01	1.878e-01	2.745e-01	1.465e-01	1.109e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.347e-01	4.509e-01	4.338e-01	4.637e-01	4.367e-01	4.267e-01	4.466e-01	3.229e-01	2.959e-01	3.442e-01	2.262e-01	1.949e-01	2.333e-01	1.081e-01	9.388e-02	1.238e-01
4.070e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.048e-01	2.631e-01	2.205e-01	2.896e-01	2.276e-01	2.063e-01	2.489e-01	4.267e-01	3.926e-01	4.580e-01	4.395e-01	3.684e-01	4.779e-01	3.357e-01	3.030e-01	3.926e-01	2.404e-01	1.892e-01	2.745e-01	1.465e-01	1.124e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.347e-01	4.509e-01	4.338e-01	4.637e-01	4.367e-01	4.267e-01	4.466e-01	3.229e-01	2.959e-01	3.442e-01	2.262e-01	1.963e-01	2.347e-01	1.081e-01	9.388e-02	1.238e-01
4.080e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.048e-01	2.631e-01	2.205e-01	2.896e-01	2.276e-01	2.063e-01	2.489e-01	4.267e-01	3.926e-01	4.580e-01	4.409e-01	3.684e-01	4.808e-01	3.357e-01	3.030e-01	3.940e-01	2.404e-01	1.892e-01	2.745e-01	1.451e-01	1.124e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.347e-01	4.509e-01	4.338e-01	4.637e-01	4.367e-01	4.267e-01	4.466e-01	3.229e-01	2.959e-01	3.456e-01	2.262e-01	1.963e-01	2.347e-01	1.081e-01	9.388e-02	1.238e-01
4.090e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.048e-01	2.631e-01	2.205e-01	2.896e-01	2.276e-01	2.063e-01	2.529e-01	4.267e-01	3.926e-01	4.580e-01	4.409e-01	3.684e-01	4.808e-01	3.357e-01	3.030e-01	3.940e-01	2.404e-01	1.892e-01	2.731e-01	1.422e-01	1.124e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.347e-01	4.509e-01	4.338e-01	4.637e-01	4.367e-01	4.267e-01	4.452e-01	3.229e-01	2.959e-01	3.456e-01	2.276e-01	1.963e-01	2.347e-01	1.081e-01	9.388e-02	1.238e-01
4.100e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.048e-01	2.631e-01	2.205e-01	2.896e-01	2.276e-01	2.063e-01	2.529e-01	4.267e-01	3.926e-01	4.580e-01	4.409e-01	3.670e-01	4.836e-01	3.357e-01	3.016e-01	3.940e-01	2.404e-01	1.892e-01	2.731e-01	1.408e-01	1.124e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.347e-01	4.509e-01	4.338e-01	4.637e-01	4.367e-01	4.267e-01	4.452e-01	3.229e-01	2.959e-01	3.456e-01	2.276e-01	1.963e-01	2.347e-01	1.081e-01	9.388e-02	1.238e-01
4.110e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.048e-01	2.631e-01	2.205e-01	2.896e-01	2.276e-01	2.063e-01	2.529e-01	4.267e-01	3.926e-01	4.580e-01	4.409e-01	3.670e-01	4.836e-01	3.357e-01	3.016e-01	3.940e-01	2.404e-01	1.878e-01	2.717e-01	1.408e-01	1.109e-01	1.835e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.347e-01	4.495e-01	4.338e-01	4.637e-01	4.367e-01	4.267e-01	4.452e-01	3.229e-01	2.959e-01	3.456e-01	2.276e-01	1.963e-01	2.347e-01	1.095e-01	9.388e-02	1.238e-01
4.120e+04	3.556e-01	3.556e-01	3.556e-01	3.233e-01	2.963e-01	3.378e-01	2.946e-01	2.774e-01	3.096e-01	2.631e-01	2.276e-01	2.896e-01	2.276e-01	2.063e-01	2.529e-01	4.267e-01	3.926e-01	4.580e-01	4.409e-01	3.656e-01	4.836e-01	3.357e-01	3.016e-01	3.940e-01	2.404e-01	1.863e-01	2.717e-01	1.408e-01	1.124e-01	1.821e-01	3.556e-01	3.556e-01	3.556e-01	2.963e-01	2.845e-01	3.233e-01	2.756e-01	2.560e-01	2.974e-01	2.343e-01	2.096e-01	2.510e-01	2.134e-01	1.818e-01	2.347e-01	4.495e-01	4.338e-01	4.637e-01	4.367e-01	4.281e-01	4.452e-01	3.229e-01	2.959e-01	3.442e-01	2.276e-01	1.963e-01	2.347e-01	1.095e-01	9.388e-02	1.252e-01
